,deposit,stock,label,PREDICT
82,1310000000,37000000,normal,normal
83,1570000000,78000000,diamond,diamond
84,1500000000,59000000,diamond,diamond
85,1600000000,77000000,diamond,diamond
86,1620000000,55000000,diamond,diamond
87,1860000000,70000000,vip,vip
88,1240000000,40000000,normal,normal
89,1840000000,40000000,diamond,diamond
90,1770000000,44000000,diamond,diamond
91,1390000000,43000000,normal,normal
92,1820000000,51000000,diamond,diamond
93,1900000000,76000000,vip,vip
94,1250000000,35000000,normal,normal
95,1620000000,72000000,diamond,diamond
96,1270000000,70000000,normal,normal
97,1840000000,46000000,diamond,diamond
98,1490000000,51000000,normal,normal
99,1770000000,40000000,diamond,diamond
100,1240000000,72000000,normal,normal
101,1470000000,55000000,diamond,diamond
102,1390000000,36000000,normal,normal
103,1920000000,79000000,vip,vip
104,1730000000,72000000,diamond,diamond
105,1290000000,43000000,normal,normal
106,1930000000,52000000,diamond,diamond
107,1730000000,58000000,diamond,diamond
108,1920000000,57000000,diamond,diamond
109,1650000000,58000000,diamond,diamond
110,1650000000,48000000,diamond,diamond
111,1850000000,41000000,diamond,diamond
112,1860000000,66000000,vip,vip
113,1400000000,78000000,diamond,diamond
114,2000000000,38000000,diamond,diamond
115,1530000000,45000000,normal,normal
116,1590000000,47000000,diamond,diamond
117,1930000000,58000000,vip,vip
118,1220000000,75000000,normal,normal
119,1380000000,36000000,normal,normal
120,1700000000,80000000,diamond,diamond
121,1720000000,46000000,diamond,diamond
122,1980000000,54000000,vip,vip
123,1200000000,59000000,normal,normal
124,1440000000,74000000,diamond,diamond
125,1230000000,60000000,normal,normal
126,1680000000,75000000,diamond,diamond
127,1650000000,62000000,diamond,diamond
128,1410000000,69000000,diamond,diamond
129,1600000000,37000000,normal,normal
130,1310000000,59000000,normal,normal
131,1520000000,54000000,diamond,diamond
132,1430000000,42000000,normal,normal
133,1550000000,38000000,normal,normal
134,1520000000,43000000,normal,normal
135,1540000000,75000000,diamond,diamond
136,1460000000,48000000,normal,normal
137,1290000000,71000000,normal,normal
138,1360000000,71000000,diamond,diamond
139,1980000000,75000000,vip,vip
140,1430000000,48000000,normal,normal
141,1640000000,51000000,diamond,diamond
142,1950000000,71000000,vip,vip
143,1410000000,50000000,normal,normal
144,1250000000,54000000,normal,normal
145,1970000000,51000000,diamond,diamond
146,1600000000,40000000,normal,normal
147,1840000000,44000000,diamond,diamond
148,1230000000,73000000,normal,normal
149,1590000000,51000000,diamond,diamond
150,1420000000,44000000,normal,diamond
151,1990000000,76000000,vip,vip
152,1770000000,64000000,diamond,diamond
153,1540000000,70000000,diamond,diamond
154,1880000000,57000000,diamond,diamond
155,1860000000,69000000,vip,vip
156,1870000000,42000000,diamond,diamond
157,1930000000,38000000,diamond,diamond
158,1310000000,38000000,normal,normal
159,1480000000,56000000,diamond,diamond
160,1450000000,44000000,normal,normal
161,1900000000,80000000,vip,vip
162,1270000000,59000000,normal,normal
163,1580000000,45000000,diamond,diamond
164,1910000000,61000000,vip,vip
165,1900000000,48000000,diamond,diamond
166,2000000000,80000000,vip,vip
167,1480000000,62000000,diamond,diamond
168,1310000000,64000000,normal,normal
169,1630000000,76000000,diamond,diamond
170,1550000000,43000000,normal,normal
171,1510000000,70000000,diamond,diamond
172,1710000000,79000000,diamond,diamond
173,1410000000,46000000,normal,normal
174,1460000000,76000000,diamond,diamond
175,1320000000,67000000,normal,normal
176,1860000000,72000000,vip,vip
177,1230000000,72000000,normal,normal
178,1950000000,45000000,diamond,diamond
179,1850000000,67000000,vip,vip
180,1840000000,40000000,diamond,diamond
181,1610000000,50000000,diamond,diamond
182,1790000000,46000000,diamond,diamond
183,1880000000,46000000,diamond,diamond
184,1920000000,57000000,diamond,diamond
185,1770000000,38000000,diamond,diamond
186,1930000000,72000000,vip,vip
187,1650000000,67000000,diamond,diamond
188,1470000000,41000000,normal,diamond
189,1420000000,45000000,normal,normal
190,1730000000,59000000,diamond,diamond
191,1840000000,77000000,vip,vip
192,1310000000,74000000,diamond,diamond
193,1420000000,45000000,normal,normal
194,1780000000,74000000,vip,vip
195,1400000000,50000000,normal,normal
196,1620000000,77000000,diamond,diamond
197,1220000000,45000000,normal,normal
198,1840000000,62000000,diamond,diamond
199,1610000000,60000000,diamond,diamond
200,1370000000,42000000,normal,normal
201,1410000000,40000000,normal,normal
202,1570000000,63000000,diamond,diamond
203,1870000000,48000000,diamond,diamond
204,1500000000,77000000,diamond,diamond
205,1640000000,38000000,diamond,diamond
206,1580000000,45000000,diamond,diamond
207,1590000000,63000000,diamond,diamond
208,1900000000,58000000,diamond,diamond
209,1670000000,56000000,diamond,diamond
210,1310000000,50000000,normal,diamond
211,1320000000,51000000,normal,normal
212,1550000000,39000000,normal,normal
213,1760000000,53000000,diamond,diamond
214,1300000000,55000000,normal,normal
215,1750000000,62000000,diamond,diamond
216,1810000000,51000000,diamond,diamond
217,1780000000,38000000,diamond,diamond
218,1200000000,51000000,normal,normal
219,1470000000,54000000,diamond,diamond
220,1990000000,57000000,vip,vip
221,1420000000,73000000,diamond,diamond
222,1380000000,65000000,diamond,diamond
223,1810000000,70000000,vip,vip
224,1730000000,74000000,diamond,diamond
225,1780000000,77000000,vip,vip
226,1280000000,70000000,normal,normal
227,1480000000,70000000,diamond,diamond
228,1430000000,78000000,diamond,diamond
229,1300000000,53000000,normal,diamond
230,1580000000,57000000,diamond,diamond
231,1970000000,57000000,vip,vip
232,1970000000,55000000,vip,vip
233,1590000000,71000000,diamond,diamond
234,1410000000,63000000,diamond,diamond
235,1770000000,42000000,diamond,diamond
236,1960000000,50000000,diamond,diamond
237,1800000000,38000000,diamond,diamond
238,1710000000,60000000,diamond,diamond
239,1570000000,54000000,diamond,diamond
240,1550000000,60000000,diamond,diamond
241,1910000000,53000000,diamond,diamond
242,1680000000,62000000,diamond,diamond
243,1740000000,67000000,diamond,diamond
244,1320000000,71000000,diamond,diamond
245,1470000000,64000000,diamond,diamond
246,1200000000,62000000,normal,normal
247,2000000000,69000000,vip,vip
248,1930000000,55000000,diamond,diamond
249,1510000000,65000000,diamond,diamond
250,1780000000,69000000,diamond,diamond
251,1430000000,78000000,diamond,diamond
252,1550000000,55000000,diamond,diamond
253,1600000000,77000000,diamond,diamond
254,1330000000,68000000,diamond,diamond
255,1430000000,63000000,diamond,diamond
256,1260000000,49000000,normal,normal
257,1810000000,39000000,diamond,diamond
258,1740000000,41000000,diamond,diamond
259,1240000000,36000000,normal,normal
260,1720000000,53000000,diamond,diamond
261,1940000000,63000000,vip,vip
262,1510000000,42000000,normal,normal
263,1590000000,45000000,diamond,diamond
264,1580000000,58000000,diamond,diamond
265,1420000000,42000000,normal,normal
266,1480000000,45000000,normal,normal
267,1320000000,53000000,normal,normal
268,1250000000,60000000,normal,normal
269,1260000000,45000000,normal,normal
270,1240000000,35000000,normal,normal
271,2000000000,72000000,vip,vip
272,1700000000,78000000,diamond,diamond
273,1890000000,63000000,vip,vip
274,1320000000,71000000,diamond,diamond
275,1570000000,75000000,diamond,diamond
276,1780000000,69000000,diamond,diamond
277,1500000000,57000000,diamond,diamond
278,1990000000,61000000,vip,vip
279,1950000000,47000000,diamond,diamond
280,1320000000,67000000,normal,normal
281,2000000000,54000000,vip,vip
282,1200000000,55000000,normal,normal
283,1700000000,71000000,diamond,diamond
284,1520000000,78000000,diamond,diamond
285,1410000000,48000000,normal,diamond
286,1520000000,58000000,diamond,diamond
287,1800000000,60000000,diamond,diamond
288,1510000000,36000000,normal,normal
289,1710000000,65000000,diamond,diamond
290,1220000000,63000000,normal,normal
291,1530000000,48000000,diamond,diamond
292,1780000000,66000000,diamond,diamond
293,1350000000,36000000,normal,normal
294,1240000000,44000000,normal,diamond
295,1900000000,71000000,vip,vip
296,1920000000,79000000,vip,vip
297,1450000000,40000000,normal,normal
298,1990000000,79000000,vip,diamond
299,1280000000,56000000,normal,normal
300,1570000000,61000000,diamond,diamond
301,1460000000,59000000,diamond,diamond
302,2000000000,37000000,diamond,diamond
303,1940000000,57000000,vip,vip
304,1570000000,73000000,diamond,diamond
305,1860000000,54000000,diamond,diamond
306,1960000000,37000000,diamond,diamond
307,1610000000,66000000,diamond,diamond
308,1220000000,60000000,normal,normal
309,1490000000,58000000,diamond,diamond
310,2000000000,43000000,diamond,diamond
311,1410000000,69000000,diamond,diamond
312,1950000000,50000000,diamond,diamond
313,1200000000,44000000,normal,normal
314,1300000000,74000000,diamond,diamond
315,1450000000,77000000,diamond,diamond
316,1900000000,66000000,vip,vip
317,1660000000,75000000,diamond,diamond
318,1840000000,51000000,diamond,diamond
319,1490000000,70000000,diamond,diamond
320,1430000000,80000000,diamond,diamond
321,1640000000,61000000,diamond,diamond
322,1690000000,48000000,diamond,diamond
323,1840000000,63000000,diamond,diamond
324,1750000000,80000000,vip,vip
325,1360000000,35000000,normal,normal
326,1950000000,56000000,vip,vip
327,1400000000,60000000,normal,normal
328,1870000000,50000000,diamond,diamond
329,1670000000,49000000,diamond,diamond
330,1270000000,74000000,diamond,diamond
331,1900000000,80000000,vip,vip
332,1720000000,44000000,diamond,diamond
333,1390000000,43000000,normal,normal
334,1800000000,78000000,vip,vip
335,1580000000,39000000,normal,normal
336,1700000000,68000000,diamond,diamond
337,1940000000,64000000,vip,vip
338,1900000000,41000000,diamond,diamond
339,1390000000,70000000,diamond,diamond
340,1940000000,79000000,vip,vip
341,1790000000,66000000,diamond,diamond
342,1300000000,44000000,normal,normal
343,1520000000,79000000,diamond,diamond
344,1460000000,50000000,normal,normal
345,1590000000,51000000,diamond,diamond
346,1640000000,36000000,normal,normal
347,1300000000,44000000,normal,normal
348,1270000000,40000000,normal,normal
349,1400000000,70000000,diamond,diamond
350,1430000000,48000000,normal,normal
351,1290000000,52000000,normal,diamond
352,1320000000,49000000,normal,normal
353,1530000000,36000000,normal,normal
354,1570000000,53000000,diamond,diamond
355,1670000000,66000000,diamond,diamond
356,1600000000,51000000,diamond,diamond
357,1390000000,41000000,normal,normal
358,1830000000,80000000,vip,vip
359,1520000000,35000000,normal,normal
360,1510000000,64000000,diamond,diamond
361,1380000000,50000000,normal,normal
362,1640000000,64000000,diamond,diamond
363,1710000000,72000000,diamond,diamond
364,1630000000,73000000,diamond,diamond
365,1940000000,35000000,diamond,diamond
366,1650000000,46000000,diamond,diamond
367,1950000000,47000000,diamond,diamond
368,1290000000,53000000,normal,normal
369,1280000000,67000000,normal,normal
370,1520000000,48000000,normal,normal
371,1500000000,73000000,diamond,diamond
372,1520000000,39000000,normal,normal
373,1840000000,77000000,vip,vip
374,1340000000,40000000,normal,normal
375,1430000000,41000000,normal,normal
376,1470000000,57000000,diamond,diamond
377,1240000000,59000000,normal,normal
378,1870000000,53000000,diamond,diamond
379,1790000000,74000000,vip,vip
380,1510000000,60000000,diamond,diamond
381,1810000000,43000000,diamond,diamond
382,1840000000,75000000,vip,vip
383,1810000000,35000000,diamond,diamond
384,1790000000,73000000,vip,vip
385,1510000000,61000000,diamond,diamond
386,1230000000,66000000,normal,normal
387,1720000000,68000000,diamond,diamond
388,1950000000,51000000,diamond,diamond
389,1780000000,61000000,diamond,diamond
390,1240000000,37000000,normal,normal
391,1550000000,74000000,diamond,diamond
392,1520000000,76000000,diamond,diamond
393,1430000000,54000000,normal,normal
394,1250000000,35000000,normal,normal
395,1710000000,45000000,diamond,diamond
396,1970000000,36000000,diamond,diamond
397,1840000000,46000000,diamond,diamond
398,1700000000,54000000,diamond,diamond
399,1860000000,75000000,vip,vip
400,1300000000,80000000,diamond,diamond
401,1360000000,65000000,diamond,diamond
402,1910000000,73000000,vip,vip
403,1710000000,37000000,diamond,diamond
404,1690000000,77000000,diamond,diamond
405,1760000000,66000000,diamond,diamond
406,1740000000,68000000,diamond,diamond
407,1460000000,60000000,diamond,diamond
408,1780000000,52000000,diamond,diamond
409,1570000000,79000000,diamond,diamond
410,1500000000,68000000,diamond,diamond
411,1380000000,49000000,normal,normal
412,1670000000,75000000,diamond,diamond
413,1460000000,70000000,diamond,diamond
414,1630000000,71000000,diamond,diamond
415,1230000000,46000000,normal,normal
416,1790000000,56000000,diamond,diamond
417,1400000000,47000000,normal,normal
418,1250000000,65000000,normal,normal
419,1970000000,79000000,vip,vip
420,1790000000,39000000,diamond,diamond
421,1310000000,75000000,diamond,diamond
422,1820000000,70000000,vip,vip
423,1880000000,70000000,vip,vip
424,1220000000,37000000,normal,normal
425,1240000000,35000000,normal,normal
426,1400000000,74000000,diamond,diamond
427,1840000000,62000000,diamond,diamond
428,1720000000,43000000,diamond,diamond
429,1870000000,65000000,vip,vip
430,1400000000,68000000,diamond,diamond
431,1680000000,41000000,diamond,diamond
432,1830000000,79000000,vip,vip
433,1840000000,59000000,diamond,diamond
434,1940000000,71000000,vip,vip
435,1250000000,55000000,normal,normal
436,1370000000,48000000,normal,normal
437,1870000000,70000000,vip,vip
438,1820000000,49000000,diamond,diamond
439,1660000000,63000000,diamond,diamond
440,1310000000,52000000,normal,normal
441,1490000000,41000000,normal,normal
442,1570000000,62000000,diamond,diamond
443,1620000000,72000000,diamond,diamond
444,1670000000,40000000,diamond,diamond
445,1470000000,80000000,diamond,diamond
446,1270000000,47000000,normal,normal
447,1910000000,71000000,vip,vip
448,1500000000,39000000,normal,normal
449,1320000000,77000000,diamond,diamond
450,1480000000,48000000,normal,normal
451,1610000000,72000000,diamond,diamond
452,1650000000,47000000,diamond,diamond
453,1360000000,60000000,normal,normal
454,1770000000,56000000,diamond,diamond
455,1850000000,56000000,diamond,diamond
456,1300000000,49000000,normal,normal
457,1680000000,72000000,diamond,diamond
458,1720000000,36000000,diamond,diamond
459,1880000000,60000000,diamond,diamond
460,1820000000,48000000,diamond,diamond
461,1600000000,77000000,diamond,diamond
462,1640000000,42000000,diamond,diamond
463,1970000000,45000000,diamond,diamond
464,1820000000,44000000,diamond,diamond
465,1460000000,41000000,normal,normal
466,1280000000,58000000,normal,normal
467,1320000000,75000000,diamond,diamond
468,1210000000,49000000,normal,normal
469,1910000000,72000000,vip,vip
470,1590000000,64000000,diamond,diamond
471,1350000000,71000000,diamond,diamond
472,1540000000,71000000,diamond,diamond
473,1610000000,69000000,diamond,diamond
474,1300000000,59000000,normal,normal
475,1790000000,75000000,vip,vip
476,1780000000,65000000,diamond,diamond
477,1450000000,59000000,diamond,diamond
478,1460000000,76000000,diamond,diamond
479,1930000000,50000000,diamond,diamond
480,1290000000,80000000,diamond,diamond
481,1810000000,45000000,diamond,diamond
482,1800000000,50000000,diamond,diamond
483,1380000000,71000000,diamond,diamond
484,1460000000,78000000,diamond,diamond
485,1680000000,37000000,diamond,diamond
486,1800000000,46000000,diamond,diamond
487,1540000000,62000000,diamond,diamond
488,1330000000,67000000,normal,normal
489,1570000000,43000000,normal,normal
490,1250000000,38000000,normal,normal
491,1340000000,54000000,normal,normal
492,1690000000,35000000,diamond,diamond
493,1750000000,44000000,diamond,diamond
494,1440000000,40000000,normal,normal
495,1950000000,64000000,vip,vip
496,1230000000,44000000,normal,normal
497,1800000000,61000000,diamond,diamond
498,1820000000,54000000,diamond,diamond
499,1960000000,53000000,diamond,diamond
500,1600000000,80000000,diamond,diamond
501,1590000000,73000000,diamond,diamond
502,1600000000,68000000,diamond,diamond
503,1500000000,70000000,diamond,diamond
504,1500000000,70000000,diamond,diamond
505,1400000000,36000000,normal,normal
506,1510000000,68000000,diamond,diamond
507,1450000000,61000000,diamond,diamond
508,1380000000,75000000,diamond,diamond
509,1540000000,47000000,diamond,diamond
510,1990000000,46000000,diamond,diamond
511,1410000000,62000000,diamond,diamond
512,1350000000,59000000,normal,normal
513,1590000000,78000000,diamond,diamond
514,1330000000,57000000,normal,diamond
515,1700000000,40000000,diamond,diamond
516,1700000000,35000000,diamond,diamond
517,1690000000,78000000,diamond,diamond
518,1750000000,75000000,diamond,diamond
519,1870000000,58000000,diamond,diamond
520,1840000000,70000000,vip,vip
521,1450000000,59000000,diamond,diamond
522,1630000000,39000000,diamond,diamond
523,1370000000,64000000,diamond,diamond
524,1810000000,79000000,vip,vip
525,1590000000,58000000,diamond,diamond
526,1370000000,65000000,diamond,diamond
527,1220000000,44000000,normal,normal
528,1980000000,46000000,diamond,diamond
529,1740000000,70000000,diamond,diamond
530,1690000000,43000000,diamond,diamond
531,1300000000,50000000,normal,normal
532,1210000000,61000000,normal,normal
533,1810000000,72000000,vip,vip
534,1270000000,40000000,normal,normal
535,1410000000,59000000,normal,normal
536,1260000000,54000000,normal,normal
537,1330000000,41000000,normal,normal
538,1750000000,67000000,diamond,diamond
539,1920000000,71000000,vip,vip
540,1240000000,40000000,normal,normal
541,1990000000,60000000,vip,vip
542,1820000000,39000000,diamond,diamond
543,1320000000,52000000,normal,normal
544,1950000000,54000000,diamond,diamond
545,1830000000,49000000,diamond,diamond
546,1820000000,62000000,diamond,diamond
547,1320000000,52000000,normal,normal
548,1650000000,42000000,diamond,diamond
549,1920000000,38000000,diamond,diamond
550,1630000000,50000000,diamond,diamond
551,1810000000,41000000,diamond,diamond
552,2000000000,74000000,vip,vip
553,1560000000,41000000,normal,normal
554,1580000000,61000000,diamond,diamond
555,1270000000,57000000,normal,normal
556,1390000000,66000000,diamond,diamond
557,1240000000,52000000,normal,normal
558,1340000000,41000000,normal,normal
559,1870000000,51000000,diamond,diamond
560,1640000000,40000000,diamond,diamond
561,1520000000,51000000,diamond,diamond
562,1380000000,43000000,normal,normal
563,1340000000,36000000,normal,normal
564,1320000000,80000000,diamond,diamond
565,1610000000,48000000,diamond,diamond
566,1490000000,65000000,diamond,diamond
567,1320000000,47000000,normal,normal
568,1270000000,44000000,normal,normal
569,2000000000,60000000,vip,vip
570,1850000000,62000000,diamond,diamond
571,1700000000,79000000,diamond,diamond
572,1610000000,61000000,diamond,diamond
573,1980000000,72000000,vip,vip
574,1900000000,53000000,diamond,diamond
575,1710000000,38000000,diamond,diamond
576,1590000000,78000000,diamond,diamond
577,1300000000,79000000,diamond,diamond
578,1630000000,80000000,diamond,diamond
579,1440000000,78000000,diamond,diamond
580,1640000000,80000000,diamond,diamond
581,1750000000,78000000,vip,vip
582,1270000000,61000000,normal,normal
583,1790000000,42000000,diamond,diamond
584,1700000000,66000000,diamond,diamond
585,1680000000,45000000,diamond,diamond
586,1650000000,47000000,diamond,diamond
587,1810000000,75000000,vip,vip
588,1280000000,71000000,normal,normal
589,1920000000,68000000,vip,vip
590,1490000000,42000000,normal,normal
591,1720000000,66000000,diamond,diamond
592,1590000000,47000000,diamond,diamond
593,1820000000,51000000,diamond,diamond
594,1760000000,58000000,diamond,diamond
595,1710000000,79000000,diamond,diamond
596,1210000000,37000000,normal,normal
597,1740000000,40000000,diamond,diamond
598,1750000000,39000000,diamond,diamond
599,1710000000,64000000,diamond,diamond
600,1640000000,70000000,diamond,diamond
601,1460000000,36000000,normal,normal
602,1340000000,50000000,normal,normal
603,1820000000,67000000,diamond,diamond
604,1260000000,80000000,diamond,diamond
605,1970000000,68000000,vip,vip
606,1780000000,47000000,diamond,diamond
607,1880000000,51000000,diamond,diamond
608,1950000000,60000000,vip,diamond
609,1380000000,44000000,normal,normal
610,1860000000,79000000,vip,vip
611,1380000000,62000000,normal,normal
612,1280000000,37000000,normal,normal
613,1560000000,43000000,normal,normal
614,1810000000,61000000,diamond,diamond
615,1320000000,55000000,normal,normal
616,1410000000,39000000,normal,diamond
617,1940000000,56000000,diamond,diamond
618,1940000000,70000000,vip,vip
619,1590000000,62000000,diamond,diamond
620,1590000000,62000000,diamond,diamond
621,1940000000,79000000,vip,vip
622,1380000000,55000000,normal,normal
623,1830000000,43000000,diamond,diamond
624,1200000000,68000000,normal,diamond
625,1640000000,62000000,diamond,diamond
626,1610000000,62000000,diamond,diamond
627,1600000000,74000000,diamond,diamond
628,1250000000,38000000,normal,normal
629,1580000000,62000000,diamond,diamond
630,1600000000,41000000,diamond,diamond
631,1410000000,68000000,diamond,diamond
632,1930000000,41000000,diamond,diamond
633,1970000000,56000000,vip,vip
634,1440000000,49000000,normal,normal
635,1510000000,64000000,diamond,diamond
636,1600000000,44000000,diamond,diamond
637,1890000000,67000000,vip,vip
638,1230000000,77000000,normal,normal
639,1610000000,65000000,diamond,diamond
640,1570000000,38000000,normal,normal
641,1560000000,35000000,normal,normal
642,1360000000,72000000,diamond,diamond
643,1510000000,67000000,diamond,diamond
644,1420000000,76000000,diamond,diamond
645,2000000000,63000000,vip,vip
646,1490000000,53000000,diamond,diamond
647,1680000000,68000000,diamond,diamond
648,1410000000,69000000,diamond,diamond
649,1540000000,69000000,diamond,diamond
650,1960000000,79000000,vip,vip
651,1230000000,52000000,normal,normal
652,1510000000,74000000,diamond,diamond
653,1720000000,80000000,vip,vip
654,1510000000,66000000,diamond,diamond
655,1990000000,73000000,vip,vip
656,1510000000,52000000,diamond,diamond
657,1790000000,71000000,diamond,diamond
658,1700000000,52000000,diamond,diamond
659,1780000000,47000000,diamond,diamond
660,1370000000,36000000,normal,normal
661,1410000000,79000000,diamond,diamond
662,1730000000,45000000,diamond,diamond
663,1840000000,77000000,vip,vip
664,1320000000,60000000,normal,normal
665,1630000000,71000000,diamond,diamond
666,1970000000,75000000,vip,vip
667,1770000000,54000000,diamond,diamond
668,1870000000,77000000,vip,vip
669,1240000000,67000000,normal,normal
670,1620000000,43000000,diamond,diamond
671,1600000000,49000000,diamond,diamond
672,1470000000,48000000,normal,normal
673,1980000000,49000000,diamond,diamond
674,1770000000,62000000,diamond,diamond
675,1720000000,40000000,diamond,diamond
676,1300000000,53000000,normal,diamond
677,1450000000,39000000,normal,normal
678,1920000000,48000000,diamond,diamond
679,1730000000,76000000,diamond,diamond
680,1490000000,59000000,diamond,diamond
681,1520000000,52000000,diamond,diamond
682,1370000000,58000000,normal,normal
683,1770000000,63000000,diamond,diamond
684,1340000000,70000000,diamond,diamond
685,1430000000,39000000,normal,normal
686,1410000000,58000000,normal,normal
687,1520000000,43000000,normal,normal
688,1300000000,42000000,normal,normal
689,1210000000,55000000,normal,normal
690,1880000000,61000000,diamond,diamond
691,1880000000,51000000,diamond,diamond
692,1730000000,64000000,diamond,diamond
693,1450000000,57000000,diamond,diamond
694,1680000000,58000000,diamond,diamond
695,1670000000,73000000,diamond,diamond
696,1650000000,69000000,diamond,diamond
697,1690000000,79000000,diamond,diamond
698,1950000000,70000000,vip,vip
699,1660000000,65000000,diamond,diamond
700,1270000000,62000000,normal,normal
701,1770000000,49000000,diamond,diamond
702,1860000000,40000000,diamond,diamond
703,1510000000,64000000,diamond,diamond
704,1790000000,80000000,vip,vip
705,1380000000,37000000,normal,normal
706,1380000000,68000000,diamond,diamond
707,1660000000,36000000,diamond,diamond
708,1400000000,53000000,normal,normal
709,1350000000,80000000,diamond,diamond
710,1880000000,58000000,diamond,diamond
711,1760000000,40000000,diamond,diamond
712,1830000000,67000000,diamond,diamond
713,1750000000,44000000,diamond,diamond
714,1330000000,77000000,diamond,diamond
715,1950000000,54000000,diamond,diamond
716,1250000000,65000000,normal,normal
717,1660000000,38000000,diamond,diamond
718,1880000000,64000000,vip,vip
719,1700000000,49000000,diamond,diamond
720,1290000000,49000000,normal,normal
721,1530000000,46000000,normal,normal
722,1500000000,43000000,normal,normal
723,1550000000,69000000,diamond,diamond
724,1240000000,40000000,normal,normal
725,1970000000,52000000,diamond,diamond
726,1910000000,49000000,diamond,diamond
727,1230000000,75000000,normal,normal
728,1920000000,60000000,vip,vip
729,1660000000,59000000,diamond,diamond
730,1730000000,37000000,diamond,diamond
731,1750000000,56000000,diamond,diamond
732,1440000000,35000000,normal,normal
733,1870000000,75000000,vip,vip
734,1860000000,38000000,diamond,diamond
735,1290000000,65000000,normal,normal
736,1440000000,55000000,normal,normal
737,1200000000,69000000,normal,normal
738,1330000000,69000000,diamond,diamond
739,2000000000,80000000,vip,vip
740,1680000000,63000000,diamond,diamond
741,1990000000,60000000,vip,vip
742,1720000000,73000000,diamond,diamond
743,1220000000,45000000,normal,normal
744,1290000000,49000000,normal,normal
745,1810000000,45000000,diamond,diamond
746,1950000000,61000000,vip,vip
747,1400000000,36000000,normal,normal
748,1580000000,79000000,diamond,diamond
749,1340000000,40000000,normal,normal
750,1870000000,74000000,vip,vip
751,1410000000,67000000,diamond,diamond
752,1680000000,60000000,diamond,diamond
753,1270000000,54000000,normal,normal
754,1610000000,45000000,diamond,diamond
755,1740000000,46000000,diamond,diamond
756,1710000000,50000000,diamond,diamond
757,1280000000,79000000,diamond,diamond
758,1870000000,36000000,diamond,diamond
759,1940000000,78000000,vip,vip
760,1660000000,68000000,diamond,diamond
761,1970000000,70000000,vip,vip
762,1670000000,78000000,diamond,diamond
763,1500000000,77000000,diamond,diamond
764,1720000000,67000000,diamond,diamond
765,1870000000,71000000,vip,vip
766,1500000000,44000000,normal,normal
767,1230000000,54000000,normal,normal
